t,kind,detail
1644.28,explore_status,exploration_complete
1644.78,frontiers,avail=0 black=0
1644.78,explore_status,exploration_complete
1645.28,frontiers,avail=0 black=0
1645.28,explore_status,exploration_complete
1645.78,frontiers,avail=0 black=0
1645.78,explore_status,exploration_complete
1646.28,frontiers,avail=0 black=0
1646.28,explore_status,exploration_complete
1646.78,frontiers,avail=0 black=0
1646.78,explore_status,exploration_complete
1647.28,frontiers,avail=0 black=0
1647.28,explore_status,exploration_complete
1647.78,frontiers,avail=0 black=0
1647.78,explore_status,exploration_complete
1648.28,frontiers,avail=0 black=0
1648.28,explore_status,exploration_complete
1648.78,frontiers,avail=0 black=0
1648.78,explore_status,exploration_complete
1649.28,frontiers,avail=0 black=0
1649.28,explore_status,exploration_complete
1649.78,frontiers,avail=0 black=0
1649.78,explore_status,exploration_complete
1650.28,frontiers,avail=0 black=0
1650.28,explore_status,exploration_complete
1650.78,frontiers,avail=0 black=0
1650.78,explore_status,exploration_complete
1651.28,frontiers,avail=0 black=0
1651.28,explore_status,exploration_complete
1651.78,frontiers,avail=0 black=0
1651.78,explore_status,exploration_complete
1652.28,frontiers,avail=0 black=0
1652.28,explore_status,exploration_complete
1652.78,frontiers,avail=0 black=0
1652.78,explore_status,exploration_complete
1653.28,frontiers,avail=0 black=0
1653.28,explore_status,exploration_complete
1653.78,frontiers,avail=0 black=0
1653.78,explore_status,exploration_complete
1654.28,frontiers,avail=0 black=0
1654.28,explore_status,exploration_complete
1654.78,frontiers,avail=0 black=0
1654.78,explore_status,exploration_complete
1655.28,frontiers,avail=0 black=0
1655.28,explore_status,exploration_complete
1655.78,frontiers,avail=0 black=0
1655.78,explore_status,exploration_complete
1656.28,frontiers,avail=0 black=0
1656.28,explore_status,exploration_complete
1656.78,frontiers,avail=0 black=0
1656.78,explore_status,exploration_complete
1657.28,frontiers,avail=0 black=0
1657.28,explore_status,exploration_complete
1657.78,frontiers,avail=0 black=0
1657.78,explore_status,exploration_complete
1658.28,frontiers,avail=0 black=0
1658.28,explore_status,exploration_complete
1658.78,frontiers,avail=0 black=0
1658.78,explore_status,exploration_complete
1659.28,frontiers,avail=0 black=0
1659.28,explore_status,exploration_complete
1659.78,frontiers,avail=0 black=0
1659.78,explore_status,exploration_complete
1660.28,frontiers,avail=0 black=0
1660.28,explore_status,exploration_complete
1660.78,frontiers,avail=0 black=0
1660.78,explore_status,exploration_complete
1661.28,frontiers,avail=0 black=0
1661.28,explore_status,exploration_complete
1661.78,frontiers,avail=0 black=0
1661.78,explore_status,exploration_complete
1662.28,frontiers,avail=0 black=0
1662.28,explore_status,exploration_complete
1662.78,frontiers,avail=0 black=0
1662.78,explore_status,exploration_complete
1663.28,frontiers,avail=0 black=0
1663.28,explore_status,exploration_complete
1663.78,frontiers,avail=0 black=0
1663.78,explore_status,exploration_complete
1664.28,frontiers,avail=0 black=0
1664.28,explore_status,exploration_complete
1664.78,frontiers,avail=0 black=0
1664.78,explore_status,exploration_complete
1665.29,frontiers,avail=0 black=0
1665.29,explore_status,exploration_complete
1665.79,frontiers,avail=0 black=0
1665.79,explore_status,exploration_complete
1666.29,frontiers,avail=0 black=0
1666.29,explore_status,exploration_complete
1666.79,frontiers,avail=0 black=0
1666.79,explore_status,exploration_complete
1667.29,frontiers,avail=0 black=0
1667.29,explore_status,exploration_complete
1667.79,frontiers,avail=0 black=0
1667.79,explore_status,exploration_complete
1668.29,frontiers,avail=0 black=0
1668.29,explore_status,exploration_complete
1668.79,frontiers,avail=0 black=0
1668.79,explore_status,exploration_complete
1669.29,frontiers,avail=0 black=0
1669.29,explore_status,exploration_complete
1669.79,frontiers,avail=0 black=0
1669.79,explore_status,exploration_complete
1670.29,frontiers,avail=0 black=0
1670.29,explore_status,exploration_complete
1670.79,frontiers,avail=0 black=0
1670.79,explore_status,exploration_complete
1671.29,frontiers,avail=0 black=0
1671.29,explore_status,exploration_complete
1671.79,frontiers,avail=0 black=0
1671.79,explore_status,exploration_complete
1672.29,frontiers,avail=0 black=0
1672.29,explore_status,exploration_complete
1672.79,frontiers,avail=0 black=0
1672.79,explore_status,exploration_complete
1673.29,frontiers,avail=0 black=0
1673.29,explore_status,exploration_complete
1673.79,frontiers,avail=0 black=0
1673.79,explore_status,exploration_complete
1674.29,frontiers,avail=0 black=0
1674.29,explore_status,exploration_complete
1674.79,frontiers,avail=0 black=0
1674.79,explore_status,exploration_complete
1675.29,frontiers,avail=0 black=0
1675.29,explore_status,exploration_complete
1675.79,frontiers,avail=0 black=0
1675.79,explore_status,exploration_complete
1676.29,frontiers,avail=0 black=0
1676.29,explore_status,exploration_complete
1676.79,frontiers,avail=0 black=0
1676.79,explore_status,exploration_complete
1677.29,frontiers,avail=0 black=0
1677.29,explore_status,exploration_complete
1677.79,frontiers,avail=0 black=0
1677.79,explore_status,exploration_complete
1678.29,frontiers,avail=0 black=0
1678.29,explore_status,exploration_complete
1678.79,frontiers,avail=0 black=0
1678.79,explore_status,exploration_complete
1679.29,frontiers,avail=0 black=0
1679.29,explore_status,exploration_complete
1679.79,frontiers,avail=0 black=0
1679.79,explore_status,exploration_complete
1680.29,frontiers,avail=0 black=0
1680.29,explore_status,exploration_complete
1680.79,frontiers,avail=0 black=0
1680.79,explore_status,exploration_complete
1681.29,frontiers,avail=0 black=0
1681.29,explore_status,exploration_complete
1681.79,frontiers,avail=0 black=0
1681.79,explore_status,exploration_complete
1682.29,frontiers,avail=0 black=0
1682.29,explore_status,exploration_complete
1682.79,frontiers,avail=0 black=0
1682.79,explore_status,exploration_complete
1683.29,frontiers,avail=0 black=0
1683.29,explore_status,exploration_complete
1683.79,frontiers,avail=0 black=0
1683.79,explore_status,exploration_complete
1684.29,frontiers,avail=0 black=0
1684.29,explore_status,exploration_complete
1684.79,frontiers,avail=0 black=0
1684.79,explore_status,exploration_complete
1685.29,frontiers,avail=0 black=0
1685.29,explore_status,exploration_complete
1685.79,frontiers,avail=0 black=0
1685.79,explore_status,exploration_complete
1686.29,frontiers,avail=0 black=0
1686.29,explore_status,exploration_complete
1686.79,frontiers,avail=0 black=0
1686.79,explore_status,exploration_complete
1687.29,frontiers,avail=0 black=0
1687.29,explore_status,exploration_complete
1687.79,frontiers,avail=0 black=0
1687.79,explore_status,exploration_complete
1688.29,frontiers,avail=0 black=0
1688.29,explore_status,exploration_complete
1688.79,frontiers,avail=0 black=0
1688.79,explore_status,exploration_complete
1689.29,frontiers,avail=0 black=0
1689.29,explore_status,exploration_complete
1689.79,frontiers,avail=0 black=0
1689.79,explore_status,exploration_complete
1690.29,frontiers,avail=0 black=0
1690.29,explore_status,exploration_complete
1690.79,frontiers,avail=0 black=0
1690.79,explore_status,exploration_complete
1691.29,frontiers,avail=0 black=0
1691.29,explore_status,exploration_complete
1691.79,frontiers,avail=0 black=0
1691.79,explore_status,exploration_complete
1692.29,frontiers,avail=0 black=0
1692.29,explore_status,exploration_complete
1692.79,frontiers,avail=0 black=0
1692.79,explore_status,exploration_complete
1693.29,frontiers,avail=0 black=0
1693.29,explore_status,exploration_complete
1693.79,frontiers,avail=0 black=0
1693.79,explore_status,exploration_complete
1694.29,frontiers,avail=0 black=0
1694.29,explore_status,exploration_complete
1694.79,frontiers,avail=0 black=0
1694.79,explore_status,exploration_complete
1695.29,frontiers,avail=0 black=0
1695.29,explore_status,exploration_complete
1695.79,frontiers,avail=0 black=0
1695.79,explore_status,exploration_complete
1696.29,frontiers,avail=0 black=0
1696.29,explore_status,exploration_complete
1696.79,frontiers,avail=0 black=0
1696.79,explore_status,exploration_complete
1697.29,frontiers,avail=0 black=0
1697.29,explore_status,exploration_complete
1697.79,frontiers,avail=0 black=0
1697.79,explore_status,exploration_complete
1698.29,frontiers,avail=0 black=0
1698.29,explore_status,exploration_complete
1698.79,frontiers,avail=0 black=0
1698.79,explore_status,exploration_complete
1699.29,frontiers,avail=0 black=0
1699.29,explore_status,exploration_complete
1699.79,frontiers,avail=0 black=0
1699.79,explore_status,exploration_complete
1700.29,frontiers,avail=0 black=0
1700.29,explore_status,exploration_complete
1700.79,frontiers,avail=0 black=0
1700.79,explore_status,exploration_complete
1701.29,frontiers,avail=0 black=0
1701.29,explore_status,exploration_complete
1701.79,frontiers,avail=0 black=0
1701.79,explore_status,exploration_complete
1702.29,frontiers,avail=0 black=0
1702.29,explore_status,exploration_complete
1702.79,frontiers,avail=0 black=0
1702.79,explore_status,exploration_complete
1703.29,frontiers,avail=0 black=0
1703.29,explore_status,exploration_complete
1703.79,frontiers,avail=0 black=0
1703.79,explore_status,exploration_complete
1704.29,frontiers,avail=0 black=0
1704.29,explore_status,exploration_complete
1704.79,frontiers,avail=0 black=0
1704.79,explore_status,exploration_complete
1705.29,frontiers,avail=0 black=0
1705.29,explore_status,exploration_complete
1705.79,frontiers,avail=0 black=0
1705.79,explore_status,exploration_complete
1706.29,frontiers,avail=0 black=0
1706.29,explore_status,exploration_complete
1706.79,frontiers,avail=0 black=0
1706.79,explore_status,exploration_complete
1707.29,frontiers,avail=0 black=0
1707.29,explore_status,exploration_complete
1707.79,frontiers,avail=0 black=0
1707.79,explore_status,exploration_complete
1708.29,frontiers,avail=0 black=0
1708.29,explore_status,exploration_complete
1708.79,frontiers,avail=0 black=0
1708.79,explore_status,exploration_complete
1709.29,frontiers,avail=0 black=0
1709.29,explore_status,exploration_complete
1709.79,frontiers,avail=0 black=0
1709.79,explore_status,exploration_complete
1710.29,frontiers,avail=0 black=0
1710.29,explore_status,exploration_complete
1710.79,frontiers,avail=0 black=0
1710.79,explore_status,exploration_complete
1711.29,frontiers,avail=0 black=0
1711.29,explore_status,exploration_complete
1711.79,frontiers,avail=0 black=0
1711.79,explore_status,exploration_complete
1712.29,frontiers,avail=0 black=0
1712.29,explore_status,exploration_complete
1712.79,frontiers,avail=0 black=0
1712.79,explore_status,exploration_complete
1713.29,frontiers,avail=0 black=0
1713.29,explore_status,exploration_complete
1713.79,frontiers,avail=0 black=0
1713.79,explore_status,exploration_complete
1714.29,frontiers,avail=0 black=0
1714.29,explore_status,exploration_complete
1714.79,frontiers,avail=0 black=0
1714.79,explore_status,exploration_complete
1715.29,frontiers,avail=0 black=0
1715.29,explore_status,exploration_complete
1715.79,frontiers,avail=0 black=0
1715.79,explore_status,exploration_complete
1716.29,frontiers,avail=0 black=0
1716.29,explore_status,exploration_complete
1716.79,frontiers,avail=0 black=0
1716.79,explore_status,exploration_complete
1717.29,frontiers,avail=0 black=0
1717.29,explore_status,exploration_complete
1717.79,frontiers,avail=0 black=0
1717.79,explore_status,exploration_complete
1718.29,frontiers,avail=0 black=0
1718.29,explore_status,exploration_complete
1718.79,frontiers,avail=0 black=0
1718.79,explore_status,exploration_complete
1719.29,frontiers,avail=0 black=0
1719.29,explore_status,exploration_complete
1719.79,frontiers,avail=0 black=0
1719.79,explore_status,exploration_complete
1720.29,frontiers,avail=0 black=0
1720.29,explore_status,exploration_complete
1720.79,frontiers,avail=0 black=0
1720.79,explore_status,exploration_complete
1721.29,frontiers,avail=0 black=0
1721.29,explore_status,exploration_complete
1721.79,frontiers,avail=0 black=0
1721.79,explore_status,exploration_complete
1722.29,frontiers,avail=0 black=0
1722.29,explore_status,exploration_complete
1722.79,frontiers,avail=0 black=0
1722.79,explore_status,exploration_complete
1723.29,frontiers,avail=0 black=0
1723.29,explore_status,exploration_complete
1723.79,frontiers,avail=0 black=0
1723.79,explore_status,exploration_complete
1724.30,frontiers,avail=0 black=0
1724.30,explore_status,exploration_complete
1724.79,frontiers,avail=0 black=0
1724.79,explore_status,exploration_complete
1725.29,frontiers,avail=0 black=0
1725.29,explore_status,exploration_complete
1725.80,frontiers,avail=0 black=0
1725.80,explore_status,exploration_complete
1726.29,frontiers,avail=0 black=0
1726.29,explore_status,exploration_complete
1726.79,frontiers,avail=0 black=0
1726.79,explore_status,exploration_complete
1727.29,frontiers,avail=0 black=0
1727.29,explore_status,exploration_complete
1727.79,frontiers,avail=0 black=0
1727.79,explore_status,exploration_complete
1728.29,frontiers,avail=0 black=0
1728.29,explore_status,exploration_complete
1728.79,frontiers,avail=0 black=0
1728.79,explore_status,exploration_complete
1729.29,frontiers,avail=0 black=0
1729.30,explore_status,exploration_complete
1729.79,frontiers,avail=0 black=0
1729.79,explore_status,exploration_complete
1730.29,frontiers,avail=0 black=0
1730.29,explore_status,exploration_complete
1730.79,frontiers,avail=0 black=0
1730.79,explore_status,exploration_complete
1731.29,frontiers,avail=0 black=0
1731.29,explore_status,exploration_complete
1731.79,frontiers,avail=0 black=0
1731.79,explore_status,exploration_complete
1732.29,frontiers,avail=0 black=0
1732.29,explore_status,exploration_complete
1732.79,frontiers,avail=0 black=0
1732.79,explore_status,exploration_complete
1733.29,frontiers,avail=0 black=0
1733.29,explore_status,exploration_complete
1733.79,frontiers,avail=0 black=0
1733.79,explore_status,exploration_complete
1734.29,frontiers,avail=0 black=0
1734.29,explore_status,exploration_complete
1734.79,frontiers,avail=0 black=0
1734.80,explore_status,exploration_complete
1735.30,frontiers,avail=0 black=0
1735.30,explore_status,exploration_complete
1735.79,frontiers,avail=0 black=0
1735.79,explore_status,exploration_complete
1736.29,frontiers,avail=0 black=0
1736.29,explore_status,exploration_complete
1736.79,frontiers,avail=0 black=0
1736.79,explore_status,exploration_complete
1737.29,frontiers,avail=0 black=0
1737.29,explore_status,exploration_complete
1737.79,frontiers,avail=0 black=0
1737.79,explore_status,exploration_complete
1738.29,frontiers,avail=0 black=0
1738.29,explore_status,exploration_complete
1738.79,frontiers,avail=0 black=0
1738.79,explore_status,exploration_complete
1739.29,frontiers,avail=0 black=0
1739.29,explore_status,exploration_complete
1739.79,frontiers,avail=0 black=0
1739.79,explore_status,exploration_complete
1740.29,frontiers,avail=0 black=0
1740.29,explore_status,exploration_complete
1740.79,frontiers,avail=0 black=0
1740.79,explore_status,exploration_complete
1741.29,frontiers,avail=0 black=0
1741.29,explore_status,exploration_complete
1741.79,frontiers,avail=0 black=0
1741.79,explore_status,exploration_complete
1742.29,frontiers,avail=0 black=0
1742.29,explore_status,exploration_complete
1742.79,frontiers,avail=0 black=0
1742.79,explore_status,exploration_complete
1743.29,frontiers,avail=0 black=0
1743.29,explore_status,exploration_complete
1743.79,frontiers,avail=0 black=0
1743.79,explore_status,exploration_complete
1744.29,frontiers,avail=0 black=0
1744.29,explore_status,exploration_complete
1744.79,frontiers,avail=0 black=0
1744.79,explore_status,exploration_complete
1745.29,frontiers,avail=0 black=0
1745.29,explore_status,exploration_complete
1745.79,frontiers,avail=0 black=0
1745.79,explore_status,exploration_complete
1746.29,frontiers,avail=0 black=0
1746.29,explore_status,exploration_complete
1746.79,frontiers,avail=0 black=0
1746.79,explore_status,exploration_complete
1747.29,frontiers,avail=0 black=0
1747.29,explore_status,exploration_complete
1747.79,frontiers,avail=0 black=0
1747.79,explore_status,exploration_complete
1748.29,frontiers,avail=0 black=0
1748.29,explore_status,exploration_complete
1748.79,frontiers,avail=0 black=0
1748.79,explore_status,exploration_complete
1749.29,frontiers,avail=0 black=0
1749.29,explore_status,exploration_complete
1749.79,frontiers,avail=0 black=0
1749.79,explore_status,exploration_complete
1750.29,frontiers,avail=0 black=0
1750.29,explore_status,exploration_complete
1750.79,frontiers,avail=0 black=0
1750.79,explore_status,exploration_complete
1751.29,frontiers,avail=0 black=0
1751.29,explore_status,exploration_complete
1751.79,frontiers,avail=0 black=0
1751.79,explore_status,exploration_complete
1752.29,frontiers,avail=0 black=0
1752.29,explore_status,exploration_complete
1752.79,frontiers,avail=0 black=0
1752.79,explore_status,exploration_complete
1753.29,frontiers,avail=0 black=0
1753.29,explore_status,exploration_complete
1753.79,frontiers,avail=0 black=0
1753.79,explore_status,exploration_complete
1754.29,frontiers,avail=0 black=0
1754.29,explore_status,exploration_complete
1754.79,frontiers,avail=0 black=0
1754.79,explore_status,exploration_complete
1755.29,frontiers,avail=0 black=0
1755.29,explore_status,exploration_complete
1755.79,frontiers,avail=0 black=0
1755.79,explore_status,exploration_complete
1756.29,frontiers,avail=0 black=0
1756.29,explore_status,exploration_complete
1756.79,frontiers,avail=0 black=0
1756.79,explore_status,exploration_complete
1757.29,frontiers,avail=0 black=0
1757.29,explore_status,exploration_complete
1757.79,frontiers,avail=0 black=0
1757.79,explore_status,exploration_complete
1758.29,frontiers,avail=0 black=0
1758.29,explore_status,exploration_complete
1758.79,frontiers,avail=0 black=0
1758.79,explore_status,exploration_complete
1759.29,frontiers,avail=0 black=0
1759.29,explore_status,exploration_complete
1759.79,frontiers,avail=0 black=0
1759.79,explore_status,exploration_complete
1760.29,frontiers,avail=0 black=0
1760.29,explore_status,exploration_complete
1760.79,frontiers,avail=0 black=0
1760.79,explore_status,exploration_complete
1761.29,frontiers,avail=0 black=0
1761.29,explore_status,exploration_complete
1761.79,frontiers,avail=0 black=0
1761.79,explore_status,exploration_complete
1762.29,frontiers,avail=0 black=0
1762.29,explore_status,exploration_complete
1762.79,frontiers,avail=0 black=0
1762.79,explore_status,exploration_complete
1763.29,frontiers,avail=0 black=0
1763.29,explore_status,exploration_complete
1763.79,frontiers,avail=0 black=0
1763.79,explore_status,exploration_complete
1764.29,frontiers,avail=0 black=0
1764.29,explore_status,exploration_complete
1764.79,frontiers,avail=0 black=0
1764.79,explore_status,exploration_complete
1765.29,frontiers,avail=0 black=0
1765.29,explore_status,exploration_complete
1765.79,frontiers,avail=0 black=0
1765.79,explore_status,exploration_complete
1766.29,frontiers,avail=0 black=0
1766.29,explore_status,exploration_complete
1766.79,frontiers,avail=0 black=0
1766.79,explore_status,exploration_complete
1767.29,frontiers,avail=0 black=0
1767.29,explore_status,exploration_complete
1767.79,frontiers,avail=0 black=0
1767.79,explore_status,exploration_complete
1768.29,frontiers,avail=0 black=0
1768.29,explore_status,exploration_complete
1768.79,frontiers,avail=0 black=0
1768.79,explore_status,exploration_complete
1769.29,frontiers,avail=0 black=0
1769.29,explore_status,exploration_complete
1769.79,frontiers,avail=0 black=0
1769.79,explore_status,exploration_complete
1770.29,frontiers,avail=0 black=0
1770.29,explore_status,exploration_complete
1770.79,frontiers,avail=0 black=0
1770.79,explore_status,exploration_complete
1771.29,frontiers,avail=0 black=0
1771.29,explore_status,exploration_complete
1771.79,frontiers,avail=0 black=0
1771.79,explore_status,exploration_complete
1772.29,frontiers,avail=0 black=0
1772.29,explore_status,exploration_complete
1772.79,frontiers,avail=0 black=0
1772.79,explore_status,exploration_complete
1773.29,frontiers,avail=0 black=0
1773.29,explore_status,exploration_complete
1773.79,frontiers,avail=0 black=0
1773.79,explore_status,exploration_complete
1774.29,frontiers,avail=0 black=0
1774.29,explore_status,exploration_complete
1774.79,frontiers,avail=0 black=0
1774.79,explore_status,exploration_complete
1775.29,frontiers,avail=0 black=0
1775.29,explore_status,exploration_complete
1775.79,frontiers,avail=0 black=0
1775.79,explore_status,exploration_complete
1776.29,frontiers,avail=0 black=0
1776.29,explore_status,exploration_complete
1776.79,frontiers,avail=0 black=0
1776.79,explore_status,exploration_complete
1777.29,frontiers,avail=0 black=0
1777.29,explore_status,exploration_complete
1777.79,frontiers,avail=0 black=0
1777.79,explore_status,exploration_complete
1778.29,frontiers,avail=0 black=0
1778.29,explore_status,exploration_complete
1778.79,frontiers,avail=0 black=0
1778.79,explore_status,exploration_complete
1779.29,frontiers,avail=0 black=0
1779.29,explore_status,exploration_complete
1779.79,frontiers,avail=0 black=0
1779.79,explore_status,exploration_complete
1780.29,frontiers,avail=0 black=0
1780.29,explore_status,exploration_complete
1780.79,frontiers,avail=0 black=0
1780.79,explore_status,exploration_complete
1781.29,frontiers,avail=0 black=0
1781.29,explore_status,exploration_complete
1781.80,frontiers,avail=0 black=0
1781.80,explore_status,exploration_complete
1782.29,frontiers,avail=0 black=0
1782.29,explore_status,exploration_complete
1782.79,frontiers,avail=0 black=0
1782.79,explore_status,exploration_complete
1783.29,frontiers,avail=0 black=0
1783.29,explore_status,exploration_complete
1783.79,frontiers,avail=0 black=0
1783.79,explore_status,exploration_complete
1784.29,frontiers,avail=0 black=0
1784.29,explore_status,exploration_complete
1784.79,frontiers,avail=0 black=0
1784.79,explore_status,exploration_complete
1785.29,frontiers,avail=0 black=0
1785.29,explore_status,exploration_complete
1785.79,frontiers,avail=0 black=0
1785.79,explore_status,exploration_complete
1786.29,frontiers,avail=0 black=0
1786.29,explore_status,exploration_complete
1786.79,frontiers,avail=0 black=0
1786.79,explore_status,exploration_complete
1787.29,frontiers,avail=0 black=0
1787.29,explore_status,exploration_complete
1787.79,frontiers,avail=0 black=0
1787.79,explore_status,exploration_complete
1788.29,frontiers,avail=0 black=0
1788.29,explore_status,exploration_complete
1788.79,frontiers,avail=0 black=0
1788.79,explore_status,exploration_complete
1789.29,frontiers,avail=0 black=0
1789.29,explore_status,exploration_complete
1789.79,frontiers,avail=0 black=0
1789.79,explore_status,exploration_complete
1790.29,frontiers,avail=0 black=0
1790.29,explore_status,exploration_complete
1790.79,frontiers,avail=0 black=0
1790.80,explore_status,exploration_complete
1791.29,frontiers,avail=0 black=0
1791.29,explore_status,exploration_complete
1791.79,frontiers,avail=0 black=0
1791.79,explore_status,exploration_complete
1792.29,frontiers,avail=0 black=0
1792.29,explore_status,exploration_complete
1792.79,frontiers,avail=0 black=0
1792.79,explore_status,exploration_complete
1793.29,frontiers,avail=0 black=0
1793.29,explore_status,exploration_complete
1793.79,frontiers,avail=0 black=0
1793.79,explore_status,exploration_complete
1794.29,frontiers,avail=0 black=0
1794.29,explore_status,exploration_complete
1794.79,frontiers,avail=0 black=0
1794.79,explore_status,exploration_complete
1795.29,frontiers,avail=0 black=0
1795.29,explore_status,exploration_complete
1795.79,frontiers,avail=0 black=0
1795.79,explore_status,exploration_complete
1796.29,frontiers,avail=0 black=0
1796.29,explore_status,exploration_complete
1796.79,frontiers,avail=0 black=0
1796.79,explore_status,exploration_complete
1797.29,frontiers,avail=0 black=0
1797.29,explore_status,exploration_complete
1797.79,frontiers,avail=0 black=0
1797.79,explore_status,exploration_complete
1798.29,frontiers,avail=0 black=0
1798.29,explore_status,exploration_complete
1798.79,frontiers,avail=0 black=0
1798.79,explore_status,exploration_complete
1799.29,frontiers,avail=0 black=0
1799.29,explore_status,exploration_complete
1799.79,frontiers,avail=0 black=0
1799.79,explore_status,exploration_complete
1800.29,frontiers,avail=0 black=0
1800.29,explore_status,exploration_complete
1800.79,frontiers,avail=0 black=0
1800.79,explore_status,exploration_complete
1801.29,frontiers,avail=0 black=0
1801.29,explore_status,exploration_complete
1801.79,frontiers,avail=0 black=0
1801.79,explore_status,exploration_complete
1802.29,frontiers,avail=0 black=0
1802.29,explore_status,exploration_complete
1802.79,frontiers,avail=0 black=0
1802.79,explore_status,exploration_complete
1803.29,frontiers,avail=0 black=0
1803.29,explore_status,exploration_complete
1803.79,frontiers,avail=0 black=0
1803.79,explore_status,exploration_complete
1804.29,frontiers,avail=0 black=0
1804.29,explore_status,exploration_complete
1804.79,frontiers,avail=0 black=0
1804.79,explore_status,exploration_complete
1805.29,frontiers,avail=0 black=0
1805.29,explore_status,exploration_complete
1805.79,frontiers,avail=0 black=0
1805.79,explore_status,exploration_complete
1806.29,frontiers,avail=0 black=0
1806.29,explore_status,exploration_complete
1806.79,frontiers,avail=0 black=0
1806.79,explore_status,exploration_complete
1807.29,frontiers,avail=0 black=0
1807.29,explore_status,exploration_complete
1807.79,frontiers,avail=0 black=0
1807.79,explore_status,exploration_complete
1808.29,frontiers,avail=0 black=0
1808.29,explore_status,exploration_complete
1808.79,frontiers,avail=0 black=0
1808.79,explore_status,exploration_complete
1809.30,frontiers,avail=0 black=0
1809.30,explore_status,exploration_complete
1809.80,frontiers,avail=0 black=0
1809.80,explore_status,exploration_complete
1810.30,frontiers,avail=0 black=0
1810.30,explore_status,exploration_complete
1810.80,frontiers,avail=0 black=0
1810.80,explore_status,exploration_complete
1811.30,frontiers,avail=0 black=0
1811.30,explore_status,exploration_complete
1811.80,frontiers,avail=0 black=0
1811.80,explore_status,exploration_complete
1812.30,frontiers,avail=0 black=0
1812.30,explore_status,exploration_complete
1812.80,frontiers,avail=0 black=0
1812.80,explore_status,exploration_complete
1813.30,frontiers,avail=0 black=0
1813.30,explore_status,exploration_complete
1813.80,frontiers,avail=0 black=0
1813.80,explore_status,exploration_complete
1814.30,frontiers,avail=0 black=0
1814.30,explore_status,exploration_complete
1814.80,frontiers,avail=0 black=0
1814.80,explore_status,exploration_complete
1815.30,frontiers,avail=0 black=0
1815.30,explore_status,exploration_complete
1815.80,frontiers,avail=0 black=0
1815.80,explore_status,exploration_complete
1816.30,frontiers,avail=0 black=0
1816.30,explore_status,exploration_complete
1816.80,frontiers,avail=0 black=0
1816.80,explore_status,exploration_complete
1817.30,frontiers,avail=0 black=0
1817.30,explore_status,exploration_complete
1817.80,frontiers,avail=0 black=0
1817.80,explore_status,exploration_complete
1818.30,frontiers,avail=0 black=0
1818.31,explore_status,exploration_complete
1818.80,frontiers,avail=0 black=0
1818.81,explore_status,exploration_complete
1819.30,frontiers,avail=0 black=0
1819.30,explore_status,exploration_complete
1819.80,frontiers,avail=0 black=0
1819.80,explore_status,exploration_complete
1820.30,frontiers,avail=0 black=0
1820.30,explore_status,exploration_complete
1820.80,frontiers,avail=0 black=0
1820.80,explore_status,exploration_complete
1821.30,frontiers,avail=0 black=0
1821.30,explore_status,exploration_complete
1821.80,frontiers,avail=0 black=0
1821.80,explore_status,exploration_complete
1822.30,frontiers,avail=0 black=0
1822.30,explore_status,exploration_complete
1822.80,frontiers,avail=0 black=0
1822.80,explore_status,exploration_complete
1823.30,frontiers,avail=0 black=0
1823.31,explore_status,exploration_complete
1823.80,frontiers,avail=0 black=0
1823.80,explore_status,exploration_complete
1824.30,frontiers,avail=0 black=0
1824.31,explore_status,exploration_complete
1824.80,frontiers,avail=0 black=0
1824.80,explore_status,exploration_complete
1825.31,frontiers,avail=0 black=0
1825.31,explore_status,exploration_complete
1825.80,frontiers,avail=0 black=0
1825.80,explore_status,exploration_complete
1826.31,frontiers,avail=0 black=0
1826.31,explore_status,exploration_complete
1826.81,frontiers,avail=0 black=0
1826.81,explore_status,exploration_complete
1827.31,frontiers,avail=0 black=0
1827.31,explore_status,exploration_complete
1827.81,frontiers,avail=0 black=0
1827.81,explore_status,exploration_complete
1828.31,frontiers,avail=0 black=0
1828.31,explore_status,exploration_complete
1828.81,frontiers,avail=0 black=0
1828.81,explore_status,exploration_complete
1829.31,frontiers,avail=0 black=0
1829.31,explore_status,exploration_complete
1829.81,frontiers,avail=0 black=0
1829.81,explore_status,exploration_complete
1830.31,frontiers,avail=0 black=0
1830.31,explore_status,exploration_complete
1830.81,frontiers,avail=0 black=0
1830.81,explore_status,exploration_complete
1831.31,frontiers,avail=0 black=0
1831.31,explore_status,exploration_complete
1831.81,frontiers,avail=0 black=0
1831.81,explore_status,exploration_complete
1832.31,frontiers,avail=0 black=0
1832.31,explore_status,exploration_complete
1832.81,frontiers,avail=0 black=0
1832.81,explore_status,exploration_complete
1833.31,frontiers,avail=0 black=0
1833.31,explore_status,exploration_complete
1833.81,frontiers,avail=0 black=0
1833.81,explore_status,exploration_complete
1834.31,frontiers,avail=0 black=0
1834.31,explore_status,exploration_complete
1834.81,frontiers,avail=0 black=0
1834.81,explore_status,exploration_complete
1835.31,frontiers,avail=0 black=0
1835.31,explore_status,exploration_complete
1835.81,frontiers,avail=0 black=0
1835.81,explore_status,exploration_complete
1836.31,frontiers,avail=0 black=0
1836.31,explore_status,exploration_complete
1836.81,frontiers,avail=0 black=0
1836.81,explore_status,exploration_complete
1837.31,frontiers,avail=0 black=0
1837.31,explore_status,exploration_complete
1837.81,frontiers,avail=0 black=0
1837.81,explore_status,exploration_complete
1838.31,frontiers,avail=0 black=0
1838.31,explore_status,exploration_complete
